account_id,customer_id,account_type,balance,credit_limit,opened_at,status,risk_score
ACC00001941,CUST0000118,checking,73071.97,0,2022-02-21,suspended,4
ACC00001942,CUST0000305,savings,60791.8,0,2024-12-05,closed,29
ACC00001943,CUST0000291,credit,94895.4,22159,2021-09-02,active,72
ACC00001944,CUST0000017,credit,-1780.74,26099,2021-04-03,active,52
ACC00001945,CUST0001486,savings,45989.75,0,2021-04-06,active,2
ACC00001946,CUST0000545,credit,12439.53,37786,2022-04-03,closed,80
ACC00001947,CUST0000393,credit,22707.7,41024,2025-10-31,closed,18
ACC00001948,CUST0000966,credit,24265.83,8062,2023-01-05,suspended,11
ACC00001949,CUST0000280,credit,28017.19,48361,2021-01-13,suspended,2
ACC00001950,CUST0001304,checking,47268.44,0,2023-07-14,suspended,32
ACC00001951,CUST0000137,checking,56832.22,0,2023-04-22,active,76
ACC00001952,CUST0000181,savings,78378.37,0,2023-12-15,suspended,69
ACC00001953,CUST0001167,checking,68738.59,0,2024-12-13,closed,56
ACC00001954,CUST0000420,credit,79124.87,8007,2025-03-06,active,58
ACC00001955,CUST0001196,credit,22747.02,49447,2025-10-18,suspended,74
ACC00001956,CUST0001039,savings,27424,0,2023-09-06,active,4
ACC00001957,CUST0000298,savings,35959.83,0,2020-08-31,active,62
ACC00001958,CUST0000349,checking,72131.84,0,2023-11-18,active,89
ACC00001959,CUST0001107,credit,26079.06,11106,2021-02-02,active,83
ACC00001960,CUST0001323,credit,25808.53,41708,2023-11-27,closed,46
ACC00001961,CUST0001437,credit,68722.37,42729,2023-06-10,active,83
ACC00001962,CUST0000467,checking,6177.67,0,2022-11-29,closed,48
ACC00001963,CUST0000169,credit,87288.28,8363,2020-11-12,active,57
ACC00001964,CUST0000345,savings,27480.93,0,2023-07-10,active,73
ACC00001965,CUST0000593,credit,945.64,43674,2020-12-29,active,7
ACC00001966,CUST0001486,checking,58466.08,0,2020-10-23,closed,77
ACC00001967,CUST0001407,credit,10481.3,46271,2025-07-09,suspended,100
ACC00001968,CUST0000290,checking,79469.66,0,2024-11-14,active,52
ACC00001969,CUST0000181,checking,921.93,0,2023-12-24,suspended,38
ACC00001970,CUST0000601,checking,41869.69,0,2022-03-25,active,74
ACC00001971,CUST0001388,checking,15680.49,0,2023-11-18,active,45
ACC00001972,CUST0001495,checking,74726.19,0,2020-07-02,suspended,80
ACC00001973,CUST0000386,checking,34189.81,0,2025-04-06,active,65
ACC00001974,CUST0000506,savings,60546.05,0,2022-02-05,suspended,50
ACC00001975,CUST0001319,checking,54151.9,0,2021-06-08,closed,25
ACC00001976,CUST0000362,checking,99347.31,0,2021-06-20,closed,21
ACC00001977,CUST0001342,checking,88109.88,0,2020-03-19,active,28
ACC00001978,CUST0000743,checking,45941.23,0,2024-03-16,closed,51
ACC00001979,CUST0000129,credit,3850.51,26396,2024-05-12,closed,36
ACC00001980,CUST0001496,savings,59306.25,0,2023-09-10,active,49
ACC00001981,CUST0000018,checking,92938.16,0,2024-02-10,active,8
ACC00001982,CUST0001293,checking,43566.05,0,2024-05-16,active,85
ACC00001983,CUST0000484,checking,75638.52,0,2022-05-25,active,59
ACC00001984,CUST0001003,checking,45539.46,0,2023-01-15,closed,38
ACC00001985,CUST0000644,savings,38269.39,0,2022-10-12,closed,65
ACC00001986,CUST0000609,credit,72441.44,14574,2024-01-08,closed,18
ACC00001987,CUST0000586,credit,49220.22,8655,2024-02-18,active,87
ACC00001988,CUST0000203,savings,84695.92,0,2021-12-02,active,71
ACC00001989,CUST0000769,credit,21423.39,43292,2022-10-25,active,33
ACC00001990,CUST0000311,savings,46011.25,0,2021-01-17,suspended,26
ACC00001991,CUST0001042,credit,90647.23,48020,2022-11-03,active,56
ACC00001992,CUST0000954,checking,54100.04,0,2022-11-27,active,7
ACC00001993,CUST0000919,credit,1734.9,36498,2023-05-17,active,16
ACC00001994,CUST0001126,credit,34959.31,24395,2024-12-26,active,98
ACC00001995,CUST0001206,checking,81395.55,0,2023-03-13,active,2
ACC00001996,CUST0000551,savings,71683.28,0,2024-04-23,closed,87
ACC00001997,CUST0000796,credit,-1477.78,12776,2022-04-19,closed,61
ACC00001998,CUST0001183,credit,85978.51,32456,2023-08-29,closed,69
ACC00001999,CUST0000182,checking,65670.29,0,2025-04-14,suspended,5
ACC00002000,CUST0000683,credit,46851.63,17881,2023-10-15,suspended,20
